Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,17/08/2021,Bill Payment (Cheque),Maria1783,Aform Tooling Limited,,NatWest ****7810,"-10,944.00","940,490.14"
,17/08/2021,Bill Payment (Cheque),9192,Blaser Group,,Barter Account,"-16,107.00","924,383.14"
,18/08/2021,Bill,,Parcelforce,,MARKETING/SELLING:Postage and Delivery,518.93,"924,902.07"
,18/08/2021,Bill,426162,Aerial Direct,,MARKETING/SELLING:Telephone Expense,167.23,"925,069.30"
,18/08/2021,Bill Payment (Cheque),Maria1791,TRADE SECRET,,NatWest ****7810,-245,"924,824.30"
,18/08/2021,Bill,26,Kingsmen,,Stock / Inventory Asset,"3,032.24","927,856.54"
,18/08/2021,Bill,NI149023,Big Yellow Self Storage,,-Split-,"1,132.88","928,989.42"
,19/08/2021,Bill,004/2021,Traditional Fine Engraving,5000 Eur: 1Eur @ £0.85398,Work in Progress,"4,407.27","933,396.69"
,19/08/2021,Bill Payment (Cheque),Maria1794,Dirty laundry,,NatWest ****7810,-115.2,"933,281.49"
,19/08/2021,Bill,1880,Emberleaf Workshop,,-Split-,126,"933,407.49"
,20/08/2021,Bill,105,Coggan Simon Engraver,,Work in Progress,"12,000.00","945,407.49"
,20/08/2021,Bill,210801,Mayfair  Engineering,,-Split-,"3,606.00","949,013.49"
,23/08/2021,Bill,OP/I776248,GMK,,-Split-,665.64,"949,679.13"
,23/08/2021,Bill,OP/I776233,GMK,,-Split-,"2,123.28","951,802.41"
,23/08/2021,Bill,,Mark Remmant,,MARKETING/SELLING:Travel Expense,146.5,"951,948.91"
,23/08/2021,Bill,,A G Sinnett,,-Split-,156.34,"952,105.25"
,25/08/2021,Bill,6044,Beck Office,,Bookkeeping & Payroll,72,"952,177.25"
,25/08/2021,Bill,,Hambrusch,£1 = 1.15 EUR,-Split-,"1,391.28","953,568.53"
,25/08/2021,Bill,SI00729,Raytrade UK Ltd,,-Split-,"1,969.20","955,537.73"
,26/08/2021,Supplier Credit,,DHL,,MARKETING/SELLING:Postage and Delivery,-129.96,"955,407.77"
,26/08/2021,Bill Payment (Cheque),Maria1798,A G Sinnett,,NatWest ****7810,-156.34,"955,251.43"
,26/08/2021,Bill Payment (Cheque),Maria1797,CA Bookkeeping Services Ltd,,NatWest ****7810,"-1,056.00","954,195.43"
,26/08/2021,Bill Payment (Cheque),Maria1799,Mark Remmant,,NatWest ****7810,-146.5,"954,048.93"
,26/08/2021,Bill,103014,PDQ Freight Ltd,,-Split-,700.35,"954,749.28"
,26/08/2021,Bill Payment (Cheque),Maria1789,LAMBETH,,NatWest ****7810,-73.28,"954,676.00"
,26/08/2021,Bill Payment (Cheque),Maria1800,Ford,,NatWest ****7810,-550.42,"954,125.58"
,26/08/2021,Bill,202102,Romain Lepinois,,Stock / Inventory Asset,"10,800.00","964,925.58"
,26/08/2021,Bill,61886,Manchester Automatic Machining,,-Split-,873.6,"965,799.18"
,26/08/2021,Bill Payment (Cheque),Maria1802,Mayfair  Engineering,,NatWest ****7810,"-7,287.96","958,511.22"
,27/08/2021,Bill Payment (Cheque),Maria1805,Tweed Media,,NatWest ****7810,"-4,800.00","953,711.22"
,27/08/2021,Bill Payment (Cheque),Maria1790,Traditional Fine Engraving,,NatWest ****7810,"-4,407.27","949,303.95"
,27/08/2021,Bill,61887,Manchester Automatic Machining,,Stock / Inventory Asset,288,"949,591.95"
,27/08/2021,Bill,AVI8754297,DHL,,-Split-,494.92,"950,086.87"
,27/08/2021,Bill,600619,Traditional English Guncases Ltd,,-Split-,239.4,"950,326.27"
,27/08/2021,Bill Payment (Cheque),Maria1807,Propel Finance No 1,,NatWest ****7810,-218.16,"950,108.11"
,28/08/2021,Bill,,Propel Finance No 1,,MARKETING/SELLING:Telephone Expense,218.16,"950,326.27"
,29/08/2021,Bill,35,BF&D LIMITED,,Stock / Inventory Asset,"1,950.00","952,276.27"
,29/08/2021,Bill,34,BF&D LIMITED,,Work in Progress,"5,000.00","957,276.27"
,30/08/2021,Bill,600623,Traditional English Guncases Ltd,,-Split-,216,"957,492.27"
,30/08/2021,Bill,600622,Traditional English Guncases Ltd,,Cost of sales,30,"957,522.27"
,31/08/2021,Bill Payment (Cheque),1251,EtherLive LTD,,Commercial card,-374.4,"957,147.87"
,31/08/2021,Bill Payment (Cheque),1250,DHL,,Commercial card,-70.32,"957,077.55"
,31/08/2021,Bill Payment (Cheque),1217,Fluid Branding Ltd,,Commercial card,-419.28,"956,658.27"
,31/08/2021,Bill Payment (Cheque),Maria1808,Aerial Direct,,NatWest ****7810,-167.23,"956,491.04"
,31/08/2021,Bill,1751,A T Miles,,-Split-,520,"957,011.04"
,31/08/2021,Bill,,Blaser Group,,Shared cost,"2,636.50","959,647.54"
,31/08/2021,Bill,GD0821,Blaser USA,£1 = $1.35,MARKETING/SELLING:Consultants,"5,503.17","965,150.71"
,31/08/2021,Bill,,Blaser Group,,Shared cost,"1,015.00","966,165.71"
,31/08/2021,Bill,92054542,Alphabet GP Ltd,,MARKETING/SELLING:Car Rental,274.17,"966,439.88"
,31/08/2021,Bill,,L & O Immobilien GMBH & Co KG,,ADMINISTRATION:Rent & Rates Expense,"10,666.11","977,105.99"
,31/08/2021,Bill,EH366337777,Parcelforce,,MARKETING/SELLING:Postage and Delivery,234.42,"977,340.41"
,01/09/2021,Bill Payment (Cheque),Maria1804,CARS Classic Automotive Relocation Services,,NatWest ****7810,-607.8,"976,732.61"
,01/09/2021,Bill,6710,Field Sports Publishing Inc,,MARKETING/SELLING,"2,939.52","979,672.13"
,01/09/2021,Bill Payment (Cheque),9344,Field Sports Publishing Inc,,-Split-,,"979,672.13"
,01/09/2021,Bill Payment (Cheque),Maria1810,Big Yellow Self Storage,,NatWest ****7810,"-1,132.88","978,539.25"
,01/09/2021,Bill Payment (Cheque),Maria1811,eon,,NatWest ****7810,-15.62,"978,523.63"
,01/09/2021,Bill,LV904854,Derse Inc,£1 = $1.3,Storage,471.26,"978,994.89"
,01/09/2021,Bill,1649,Helston Gunsmiths,Bill dated 23 Mar 21,-Split-,20.4,"979,015.29"
,01/09/2021,Bill,15157172,Ford,,-Split-,565.42,"979,580.71"
,01/09/2021,Bill,168716095,Worldpay,,-Split-,203.63,"979,784.34"
,01/09/2021,Bill,18044,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,45,"979,829.34"
,01/09/2021,Bill,,Jerome  Lannoue,,-Split-,"2,441.37","982,270.71"
,01/09/2021,Bill,,L & O Immobilien GMBH & Co KG,,ADMINISTRATION:Rent & Rates Expense,"10,666.11","992,936.82"
,01/09/2021,Bill,1188,Cooper Roberts,,Storage,540,"993,476.82"
,01/09/2021,Bill,414884,P Higgins & Sons Ltd,,-Split-,"1,800.00","995,276.82"
,01/09/2021,Bill,3111,Buck's Club Limited,,-Split-,241.25,"995,518.07"
,01/09/2021,Bill,424,Johnsons & Co Ltd,,-Split-,852,"996,370.07"
,01/09/2021,Bill,,Jamie,,MARKETING/SELLING:Petrol,471.91,"996,841.98"
,01/09/2021,Bill,22821,Hambrusch,£1 = 1.15 Eur,-Split-,"1,800.00","998,641.98"
,01/09/2021,Bill,5835,The Company of Gunmakers,,-Split-,100.56,"998,742.54"
,01/09/2021,Bill,1299,John Whitfield,,-Split-,840,"999,582.54"
,01/09/2021,Bill,2857,Buck's Club Limited,,ADMINISTRATION:Subscription,342.55,"999,925.09"
,01/09/2021,Bill,18104,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,217.8,"1,000,142.89"
,01/09/2021,Bill,2021/0412,Rodl & Partner,,Accruals,"1,080.00","1,001,222.89"
,01/09/2021,Bill,2840,Buck's Club Limited,,ADMINISTRATION:Subscription,113.04,"1,001,335.93"
,01/09/2021,Bill Payment (Cheque),9339,L & O Immobilien GMBH & Co KG,,Commerzbank,"-10,666.11","990,669.82"
,02/09/2021,Bill Payment (Cheque),Maria1812,Redhead International,,NatWest ****7810,"-15,743.33","974,926.49"
,02/09/2021,Bill Payment (Cheque),Maria1814,London Barrel Maker,,NatWest ****7810,"-3,240.00","971,686.49"
,02/09/2021,Bill Payment (Cheque),Maria1813,London Barrel Maker,,NatWest ****7810,"-3,240.00","968,446.49"
,02/09/2021,Bill Payment (Cheque),Maria1815,Hoffmann Group,,NatWest ****7810,-27.55,"968,418.94"
,02/09/2021,Bill,PD329,Natraj Publishers,,-Split-,260,"968,678.94"
,02/09/2021,Bill,44613,The Company of Gunmakers,,-Split-,136.56,"968,815.50"
,02/09/2021,Bill,,PDQ Freight Ltd,,-Split-,"1,080.47","969,895.97"
,02/09/2021,Bill,463,London Barrel Maker,,Work in Progress,"3,240.00","973,135.97"
,02/09/2021,Bill,256,Merlin Unwin Books,,Stock / Inventory Asset,399.75,"973,535.72"
,03/09/2021,Bill Payment (Cheque),1169,Raytrade UK Ltd,,Commercial card,"-1,969.20","971,566.52"
,03/09/2021,Bill Payment (Cheque),Maria1820,Natraj Publishers,,NatWest ****7810,-260,"971,306.52"
,03/09/2021,Bill Payment (Cheque),Maria1822,Argent Steel,,NatWest ****7810,-392.4,"970,914.12"
,03/09/2021,Bill Payment (Cheque),Maria1821,Triebel GMBH,,NatWest ****7810,-281.41,"970,632.71"
,03/09/2021,Bill,14,Ray St Ledger & Sons,,-Split-,153.6,"970,786.31"
,03/09/2021,Bill,103028,PDQ Freight Ltd,,-Split-,"3,377.28","974,163.59"
,03/09/2021,Bill,210901,Mayfair  Engineering,,-Split-,"3,608.40","977,771.99"
,03/09/2021,Bill,6754,CA Bookkeeping Services Ltd,,Bookkeeping & Payroll,844.8,"978,616.79"
,03/09/2021,Bill,,Triebel GMBH,,ADMINISTRATION:Exchange Rate cost,20.61,"978,637.40"
,03/09/2021,Bill,,Jerome  Lannoue,,ADMINISTRATION:Exchange Rate cost,15,"978,652.40"
,03/09/2021,Bill,CN0018180,Redhead International,,MARKETING/SELLING:Postage and Delivery,"1,962.56","980,614.96"
,05/09/2021,Bill,Rigby17,Dirty laundry,,ADMINISTRATION:Cleaning Supplies,48,"980,662.96"
,06/09/2021,Bill Payment (Cheque),9196,Blaser USA,,Barter Account,"-5,629.00","975,033.96"
,06/09/2021,Bill,184,Fox & Co Bespokw Ltd,,-Split-,363,"975,396.96"
,06/09/2021,Bill,15,Ray St Ledger & Sons,,-Split-,736.8,"976,133.76"
,06/09/2021,Bill Payment (Cheque),Maria1848,Merlin Unwin Books,,NatWest ****7810,-399.75,"975,734.01"
,07/09/2021,Bill,103031,PDQ Freight Ltd,,-Split-,831.47,"976,565.48"
,07/09/2021,Supplier Credit,NI149766,Big Yellow Self Storage,,Storage,-423.2,"976,142.28"
,07/09/2021,Bill,NI149765,Big Yellow Self Storage,,-Split-,573.2,"976,715.48"
,08/09/2021,Bill Payment (Cheque),Maria1818,Tamas Szarka,,NatWest ****7810,-24.5,"976,690.98"
,08/09/2021,Bill Payment (Cheque),Maria1816,Traditional English Guncases Ltd,,NatWest ****7810,"-24,481.75","952,209.23"
,08/09/2021,Bill,69805,ARC,,ADMINISTRATION:Office Supplies,72.04,"952,281.27"
,08/09/2021,Bill,5,Armurerie Du Bois De La Cote,,-Split-,"4,129.76","956,411.03"
,08/09/2021,Bill Payment (Cheque),Maria1817,PDQ Freight Ltd,,NatWest ****7810,"-4,661.72","951,749.31"
,09/09/2021,Bill Payment (Cheque),Maria1850,Jerome  Lannoue,,NatWest ****7810,-801.07,"950,948.24"
,09/09/2021,Bill Payment (Cheque),Maria1886,Field Sports Publishing Inc,,NatWest ****7810,"-5,636.22","945,312.02"
,09/09/2021,Bill Payment (Cheque),Maria1851,Jerome  Lannoue,,NatWest ****7810,"-1,640.30","943,671.72"
,09/09/2021,Bill,SIN1805822,PPL PRS,,MARKETING/SELLING:Telephone Expense,253.34,"943,925.06"
,09/09/2021,Bill,1897,Emberleaf Workshop,,-Split-,176.4,"944,101.46"
,09/09/2021,Bill,Sales Order,Wbc,,Prepayments,"9,715.00","953,816.46"
,09/09/2021,Bill,80150271,LAMBETH,,ADMINISTRATION:Office Cleaning,160.65,"953,977.11"
,10/09/2021,Bill Payment (Cheque),Maria1853,Peninsula,,NatWest ****7810,-193.75,"953,783.36"
,10/09/2021,Bill Payment (Cheque),Maria1852,Big Yellow Self Storage,,NatWest ****7810,-150,"953,633.36"
,10/09/2021,Bill,U002439025,Peninsula,,MARKETING/SELLING:Consultants,193.75,"953,827.11"
,10/09/2021,Bill,13,Ray St Ledger & Sons,,-Split-,"1,686.90","955,514.01"
,10/09/2021,Bill,18,Ray St Ledger & Sons,,-Split-,"1,678.80","957,192.81"
,13/09/2021,Bill Payment (Cheque),Maria1819,Negrini,,NatWest ****7810,-406.8,"956,786.01"
,13/09/2021,Bill,259,Forest Italia,,Commission,"3,684.00","960,470.01"
,13/09/2021,Bill,2.11E+13,Blaser Group UK supplier,,Cost of sales,"19,260.00","979,730.01"
,13/09/2021,Bill,1918,L W Butler,,-Split-,480,"980,210.01"
,13/09/2021,Bill,21232082,Swarovski Optik,,Work in Progress,"1,194.00","981,404.01"
,13/09/2021,Bill,,Peter Heath Glenser,,Cost of sales,"8,000.00","989,404.01"
,13/09/2021,Bill,,Negrini,,ADMINISTRATION:Exchange Rate cost,26.72,"989,430.73"
,14/09/2021,Bill Payment (Cheque),9194,Gordy& Son,,Barter Account,"-63,262.00","926,168.73"
,14/09/2021,Bill,37470,Irons Brothers Ltd,,-Split-,"9,680.00","935,848.73"
,14/09/2021,Bill,103046,PDQ Freight Ltd,,MARKETING/SELLING:Postage and Delivery,461.5,"936,310.23"
,14/09/2021,Bill,21232504,Swarovski Optik,,Cost of sales,163.5,"936,473.73"
,14/09/2021,Bill,1310,Talking Food,,MARKETING/SELLING:Advertising/Promotional,"3,000.00","939,473.73"
,15/09/2021,Bill Payment (Cheque),9340,Alphabet GP Ltd,,Commerzbank,-274.17,"939,199.56"
,15/09/2021,Bill Payment (Cheque),Maria1856,Irons Brothers Ltd,,NatWest ****7810,"-5,808.00","933,391.56"
,15/09/2021,Bill Payment (Cheque),Maria1855,FOREMAN LOGISTICS,,NatWest ****7810,"-1,296.00","932,095.56"
,15/09/2021,Bill Payment (Cheque),Maria1857,Parcelforce,,NatWest ****7810,-514.12,"931,581.44"
,15/09/2021,Bill,,Parcelforce,,MARKETING/SELLING:Postage and Delivery,612.74,"932,194.18"
,15/09/2021,Bill,,eon,,ADMINISTRATION:Utilities,6.36,"932,200.54"
,15/09/2021,Bill,3670,Tweed Media,,-Split-,"5,574.00","937,774.54"
,15/09/2021,Bill,OP/I1778613,GMK,,Cost of sales,13.27,"937,787.81"
,15/09/2021,Bill,1210,Fieldsports Press Limited,,MARKETING/SELLING:Marketing,"1,794.00","939,581.81"
,15/09/2021,Bill,427290,Aerial Direct,,MARKETING/SELLING:Telephone Expense,158.65,"939,740.46"
,16/09/2021,Bill Payment (Cheque),Maria1830,Manchester Automatic Machining,,NatWest ****7810,"-1,161.60","938,578.86"
,16/09/2021,Bill,210902,Mayfair  Engineering,,-Split-,"3,608.40","942,187.26"
,16/09/2021,Bill Payment (Cheque),Maria1842,PDQ Freight Ltd,,NatWest ****7810,"-5,289.22","936,898.04"
,16/09/2021,Bill Payment (Cheque),Maria1825,Rodl & Partner,,NatWest ****7810,-133,"936,765.04"
,16/09/2021,Bill Payment (Cheque),Maria1839,BF&D LIMITED,,NatWest ****7810,"-6,950.00","929,815.04"
,16/09/2021,Bill Payment (Cheque),Maria1824,Wbc,,NatWest ****7810,"-6,047.22","923,767.82"
,16/09/2021,Bill Payment (Cheque),Maria1841,A T Miles,,NatWest ****7810,-520,"923,247.82"
,16/09/2021,Bill Payment (Cheque),Maria1832,Knighthood International Security Ltd,,NatWest ****7810,-150,"923,097.82"
,16/09/2021,Bill Payment (Cheque),Maria1829,Mayfair  Engineering,,NatWest ****7810,"-3,606.00","919,491.82"
,16/09/2021,Bill Payment (Cheque),Maria1831,Laser Welding Services,,NatWest ****7810,-159,"919,332.82"
,16/09/2021,Bill Payment (Cheque),Maria1833,IPS Gunmaking Ltd,,NatWest ****7810,"-3,014.00","916,318.82"
,16/09/2021,Bill Payment (Cheque),Maria1836,Fox & Co Bespokw Ltd,,NatWest ****7810,-549,"915,769.82"
,16/09/2021,Bill Payment (Cheque),Maria1835,Giclee UK Ltd,,NatWest ****7810,-588.5,"915,181.32"
,16/09/2021,Bill Payment (Cheque),Maria1837,Emberleaf Workshop,,NatWest ****7810,-763.2,"914,418.12"
,16/09/2021,Bill Payment (Cheque),Maria1860,LAMBETH,,NatWest ****7810,-160.65,"914,257.47"
,16/09/2021,Bill Payment (Cheque),Maria1823,Holzwelt Cases,,NatWest ****7810,-343.06,"913,914.41"
,16/09/2021,Bill Payment (Cheque),Maria1826,Rentokil,,NatWest ****7810,-352.78,"913,561.63"
,16/09/2021,Bill Payment (Cheque),Maria1840,Beck Office,,NatWest ****7810,-72,"913,489.63"
,16/09/2021,Bill Payment (Cheque),Maria1838,Edgar Brothers,,NatWest ****7810,-666.02,"912,823.61"
,16/09/2021,Bill Payment (Cheque),Maria1828,P Higgins & Sons Ltd,,NatWest ****7810,"-1,800.00","911,023.61"
,16/09/2021,Bill Payment (Cheque),Maria1827,Ray St Ledger & Sons,,NatWest ****7810,-811.2,"910,212.41"
,16/09/2021,Bill Payment (Cheque),Maria1859,Worldpay,,NatWest ****7810,-204.04,"910,008.37"
,16/09/2021,Bill,,Holzwelt Cases,,ADMINISTRATION:Exchange Rate cost,21.59,"910,029.96"
,16/09/2021,Bill,H1A4693296,eon,,ADMINISTRATION:Utilities,281.38,"910,311.34"
,16/09/2021,Bill,210903,Mayfair  Engineering,,-Split-,"3,384.00","913,695.34"
,16/09/2021,Bill,H1A469328A,eon,,ADMINISTRATION:Utilities,84.48,"913,779.82"
,16/09/2021,Bill Payment (Cheque),Maria1834,GMK,,NatWest ****7810,"-2,788.92","910,990.90"
,17/09/2021,Bill Payment (Cheque),Maria1863,Peter Heath Glenser,,NatWest ****7810,"-8,000.00","902,990.90"
,17/09/2021,Bill Payment (Cheque),9195,Blaser USA,,Barter Account,"-5,503.17","897,487.73"
,17/09/2021,Bill Payment (Cheque),Maria1864,Hambrusch,,NatWest ****7810,"-1,414.74","896,072.99"
,17/09/2021,Bill Payment (Cheque),9342,Blaser Group,,Commerzbank,"-48,781.66","847,291.33"
,17/09/2021,Bill Payment (Cheque),Maria1843,Blaser Group UK supplier,,NatWest ****7810,"-12,294.70","834,996.63"
,17/09/2021,Bill Payment (Cheque),Maria1862,Cooper Roberts,,NatWest ****7810,"-1,080.00","833,916.63"
,17/09/2021,Bill,NI150170,Big Yellow Self Storage,,-Split-,"1,132.88","835,049.51"
,17/09/2021,Bill,,Hambrusch,,ADMINISTRATION:Exchange Rate cost,23.46,"835,072.97"
,17/09/2021,Bill,2021-678,Dallas Safari Club,"$9,200",Prepayments,"7,076.92","842,149.89"
,17/09/2021,Bill,8400057433,Blaser Group,,-Split-,"24,136.80","866,286.69"
,17/09/2021,Bill,,Blaser USA,£1 = $1.30,MARKETING/SELLING:Consultants,"5,629.00","871,915.69"
,17/09/2021,Bill,49,Jonathan Jamin,,Work in Progress,"1,480.00","873,395.69"
,17/09/2021,Bill Payment (Cheque),Maria1865,John Whitfield,,NatWest ****7810,-840,"872,555.69"
,19/09/2021,Bill,,Jerome  Lannoue,,-Split-,"2,716.22","875,271.91"
,20/09/2021,Bill,,LAMBETH,,MARKETING/SELLING:Misc,180,"875,451.91"
,20/09/2021,Bill,9063676180,Parcelforce,,MARKETING/SELLING:Postage and Delivery,362.99,"875,814.90"
,20/09/2021,Bill,OP/I778868,GMK,,Cost of sales,10.56,"875,825.46"
,21/09/2021,Bill Payment (Cheque),88443298,Jerome  Lannoue,,Natwest Saver ****7829,"-1,573.52","874,251.94"
,21/09/2021,Bill Payment (Cheque),88443297,Jerome  Lannoue,,Natwest Saver ****7829,"-1,142.70","873,109.24"
,21/09/2021,Bill,10019,Durable Fasteners Ltd,,Cost of sales,214.8,"873,324.04"
,21/09/2021,Bill,2814,Julian & Sons,,Storage,919.71,"874,243.75"
,21/09/2021,Bill,1703,Helston Gunsmiths,,Stock / Inventory Asset,33.6,"874,277.35"
,21/09/2021,Bill,600629,Traditional English Guncases Ltd,,Work in Progress,"1,800.00","876,077.35"
,21/09/2021,Bill,23002,Tony Maidment,,Work in Progress,"10,000.00","886,077.35"
,21/09/2021,Bill,600631,Traditional English Guncases Ltd,,-Split-,"2,400.00","888,477.35"
,21/09/2021,Bill,21233315,Swarovski Optik,,-Split-,"15,385.50","903,862.85"
,21/09/2021,Bill,600630,Traditional English Guncases Ltd,,Stock / Inventory Asset,"2,160.00","906,022.85"
,22/09/2021,Bill Payment (Cheque),Maria1868,Tony Maidment,,NatWest ****7810,"-10,000.00","896,022.85"
,22/09/2021,Bill,189,Fox & Co Bespokw Ltd,,-Split-,410.7,"896,433.55"
,22/09/2021,Bill,,A G Sinnett,,-Split-,155.82,"896,589.37"
,22/09/2021,Bill,34,Kingsmen,,Storage,540,"897,129.37"
,22/09/2021,Bill,AN1435066,Redhead International,,MARKETING/SELLING:Postage and Delivery,50,"897,179.37"
,23/09/2021,Bill,516,ARC Ballistics Limited,,-Split-,"1,972.80","899,152.17"
,23/09/2021,Bill,10124,Durable Fasteners Ltd,,-Split-,301.7,"899,453.87"
,23/09/2021,Bill,1921,Emberleaf Workshop,,-Split-,297.56,"899,751.43"
,24/09/2021,Bill,DVI103081,PDQ Freight Ltd,,-Split-,372.43,"900,123.86"
,24/09/2021,Bill,103082,PDQ Freight Ltd,,MARKETING/SELLING:Postage and Delivery,131.5,"900,255.36"
,24/09/2021,Bill,103078,PDQ Freight Ltd,,MARKETING/SELLING:Postage and Delivery,327.08,"900,582.44"
,24/09/2021,Bill,AVI8825669,DHL,,MARKETING/SELLING:Postage and Delivery,117.91,"900,700.35"
,24/09/2021,Bill,53062,Knighthood International Security Ltd,,MARKETING/SELLING:Repair and maintenance,156,"900,856.35"
,25/09/2021,Bill,6097,Beck Office,,Bookkeeping & Payroll,72,"900,928.35"
,27/09/2021,Bill Payment (Cheque),Maria1874,Redhead International,,NatWest ****7810,"-4,547.00","896,381.35"
,27/09/2021,Bill Payment (Cheque),Maria1875,Debbie Thomas,,NatWest ****7810,-60,"896,321.35"
,27/09/2021,Bill Payment (Cheque),Maria1880,Armurerie Du Bois De La Cote,,NatWest ****7810,"-4,129.76","892,191.59"
,27/09/2021,Bill Payment (Cheque),Maria1877,Propel Finance No 1,,NatWest ****7810,-218.16,"891,973.43"
,27/09/2021,Bill Payment (Cheque),Maria1876,DHL,,NatWest ****7810,-117.91,"891,855.52"
,27/09/2021,Bill Payment (Cheque),Maria1870,Helston Gunsmiths,,NatWest ****7810,-54,"891,801.52"
,27/09/2021,Bill Payment (Cheque),Maria1871,GWT Media,,NatWest ****7810,-45,"891,756.52"
,27/09/2021,Bill Payment (Cheque),Maria1878,Chubb Fire & Security Ltd,,NatWest ****7810,-542.83,"891,213.69"
,27/09/2021,Bill Payment (Cheque),Maria1872,Ford,,NatWest ****7810,-565.42,"890,648.27"
,28/09/2021,Bill,C0018450,Redhead International,,MARKETING/SELLING:Postage and Delivery,"4,547.00","895,195.27"
,28/09/2021,Bill,201818,Debbie Thomas,,-Split-,60,"895,255.27"
,28/09/2021,Bill,,Hellmann Worlwide Logistics,,MARKETING/SELLING:Postage and Delivery,25,"895,280.27"
,28/09/2021,Bill,1928,Emberleaf Workshop,,-Split-,285.6,"895,565.87"
,28/09/2021,Bill,,Propel Finance No 1,,MARKETING/SELLING:Telephone Expense,218.16,"895,784.03"
,29/09/2021,Bill,,Martin Levis Expenses,,MARKETING/SELLING:Travel Expense,80.95,"895,864.98"
,30/09/2021,Bill Payment (Cheque),Maria1884,Buck's Club Limited,,NatWest ****7810,-545.59,"895,319.39"
,30/09/2021,Bill Payment (Cheque),Maria1883,Aerial Direct,,NatWest ****7810,-158.65,"895,160.74"
,30/09/2021,Bill Payment (Cheque),Maria1882,Tweed Media,,NatWest ****7810,"-5,574.00","889,586.74"
,30/09/2021,Bill,72964,Harper Office,,Prepayments,"1,200.00","890,786.74"
,30/09/2021,Bill,,Blaser Group,,Shared cost,"1,015.00","891,801.74"
,30/09/2021,Bill,8400060039,Blaser Group,,Shipping & Freight,243.68,"892,045.42"
,30/09/2021,Bill,,Blaser Group,,Shared cost,"2,636.50","894,681.92"
,30/09/2021,Bill,1754,A T Miles,,-Split-,500,"895,181.92"
,30/09/2021,Bill,,Blaser Group,,Accruals,"32,504.13","927,686.05"
,30/09/2021,Bill,3682,Tweed Media,,MARKETING/SELLING:Marketing,"1,848.00","929,534.05"
,30/09/2021,Bill,AVI8844824,DHL,,MARKETING/SELLING:Postage and Delivery,83.15,"929,617.20"
,01/10/2021,Bill Payment (Cheque),Maria1923,eon,,NatWest ****7810,-6.36,"929,610.84"
,01/10/2021,Supplier Credit,,Durable Fasteners Ltd,,Cost of sales,-214.8,"929,396.04"
,01/10/2021,Bill Payment (Cheque),Maria1922,Buck's Club Limited,,NatWest ****7810,-241.25,"929,154.79"
,01/10/2021,Bill Payment (Cheque),Maria1887,Big Yellow Self Storage,,NatWest ****7810,"-1,132.88","928,021.91"
,01/10/2021,Bill,1942,Emberleaf Workshop,,-Split-,261.6,"928,283.51"
,01/10/2021,Bill,1240JRL,Laser Welding Services,,-Split-,"1,207.15","929,490.66"
,01/10/2021,Bill,,L & O Immobilien GMBH & Co KG,,ADMINISTRATION:Rent & Rates Expense,"10,666.11","940,156.77"
